trade_id,strategy_id,timestamp,entry_price,direction,trigger_context_origen,trigger_context_distancia,Recorrido
20231213_191956_594000_L16700,RangoHistorico_V1.6,2023-12-13 19:19:56.594,16700,Largo,16576.0,124.0,"M0,D1,M2,D2,M3,D6,M8,D22,M83,D117,M740,D200"
20231213_200429_432000_L16800,RangoHistorico_V1.6,2023-12-13 20:04:29.432,16800,Largo,16670.75,129.25,"M0,D1,M9,D7,M26,D200"
20231213_202431_065000_C16700,RangoHistorico_V1.6,2023-12-13 20:24:31.065,16700,Corto,16806.5,106.5,"M0,D12,M73,D200"
20231213_232934_737000_L16800,RangoHistorico_V1.6,2023-12-13 23:29:34.737,16800,Largo,16681.75,118.25,"D0,M6,D4,M340,D200"
20231214_151733_942000_C16800,RangoHistorico_V1.6,2023-12-14 15:17:33.942,16800,Corto,16885.0,85.0,"M0,D2,M9,D4,M56,D80,M133,D82,M688,D200"
20231214_180319_241000_C16700,RangoHistorico_V1.6,2023-12-14 18:03:19.241,16700,Corto,16820.5,120.5,"M0,D3,M13,D72,M288,D200"
20231214_191246_901000_L16700,RangoHistorico_V1.6,2023-12-14 19:12:46.901,16700,Largo,16628.0,72.0,"M0,D31,M1861,D200"
20231215_075543_900000_L16800,RangoHistorico_V1.6,2023-12-15 07:55:43.900,16800,Largo,16692.25,107.75,"M0,D1,M3,D8,M10,D71,M54,D173,M1461,D200"
20231215_175934_939000_C16800,RangoHistorico_V1.6,2023-12-15 17:59:34.939,16800,Corto,16887.25,87.25,"D0,M1,D1,M6,D167,M150,D200"
20231218_150802_878000_L16900,RangoHistorico_V1.6,2023-12-18 15:08:02.878,16900,Largo,16762.5,137.5,"M0,D1,M11,D112,M22,D177,M694,D200"
20231219_153142_141000_L17000,RangoHistorico_V1.6,2023-12-19 15:31:42.141,17000,Largo,16855.75,144.25,"M0,D1,M10,D65,M30,D139,M184,D152,M294,D200"
20231220_193242_366000_C17000,RangoHistorico_V1.6,2023-12-20 19:32:42.366,17000,Corto,17073.5,73.5,"D0,M14,D4,M48,D13,M966,D200"
20231220_195109_167000_C16900,RangoHistorico_V1.6,2023-12-20 19:51:09.167,16900,Corto,17003.25,103.25,"M0,D1,M7,D2,M261,D3,M566,D200"
20231220_200516_679000_C16800,RangoHistorico_V1.6,2023-12-20 20:05:16.679,16800,Corto,16900.75,100.75,"M0,D3,M6,D99,M47,D200"
20231221_133303_824000_L16900,RangoHistorico_V1.6,2023-12-21 13:33:03.824,16900,Largo,16758.5,141.5,"M0,D1,M281,D200"
20231221_145723_587000_C16900,RangoHistorico_V1.6,2023-12-21 14:57:23.587,16900,Corto,16970.25,70.25,"M0,D1,M5,D16,M58,D34,M227,D133,M340,D200"
20231221_193908_789000_L16900,RangoHistorico_V1.6,2023-12-21 19:39:08.789,16900,Largo,16815.0,85.0,"M0,D1,M6,D26,M29,D132,M1061,D200"
20231222_134323_086000_L17000,RangoHistorico_V1.6,2023-12-22 13:43:23.086,17000,Largo,16867.0,133.0,"M0,D7,M1,D78,M166,D200"
20231222_193132_791000_C16900,RangoHistorico_V1.6,2023-12-22 19:31:32.791,16900,Corto,17041.5,141.5,"M0,D1,M16,D200"
20231225_232605_394000_L17000,RangoHistorico_V1.6,2023-12-25 23:26:05.394,17000,Largo,16896.0,104.0,"M0,D4,M44,D36,M149,D61,M661,D200"
20231226_202521_979000_L17100,RangoHistorico_V1.6,2023-12-26 20:25:21.979,17100,Largo,16984.75,115.25,"D0,M1,D2,M3,D3,M38,D4,M45,D116,M99,D178,M261,D200"
20231229_160650_610000_C17000,RangoHistorico_V1.6,2023-12-29 16:06:50.610,17000,Corto,17165.25,165.25,"M0,D5,M4,D40,M247,D199,M2663,D200"
20240102_111850_013000_C16900,RangoHistorico_V1.6,2024-01-02 11:18:50.013,16900,Corto,17049.75,149.75,"M0,D1,M9,D11,M29,D42,M2263,D200"
20240102_143826_313000_C16800,RangoHistorico_V1.6,2024-01-02 14:38:26.313,16800,Corto,16910.5,110.5,"M0,D10,M18,D31,M1863,D200"
20240102_153533_157000_C16700,RangoHistorico_V1.6,2024-01-02 15:35:33.157,16700,Corto,16807.75,107.75,"M0,D1,M8,D17,M17,D92,M60,D200"
20240102_185650_337000_C16700,RangoHistorico_V1.6,2024-01-02 18:56:50.337,16700,Corto,16787.75,87.75,"M0,D1,M1,D5,M47,D10,M128,D30,M310,D149,M1463,D200"
20240102_205134_499000_L16700,RangoHistorico_V1.6,2024-01-02 20:51:34.499,16700,Largo,16622.5,77.5,"M0,D1,M4,D45,M149,D200"
20240103_130147_162000_C16600,RangoHistorico_V1.6,2024-01-03 13:01:47.162,16600,Corto,16737.25,137.25,"M0,D1,M3,D2,M6,D3,M8,D184,M74,D200"
20240103_192642_892000_L16600,RangoHistorico_V1.6,2024-01-03 19:26:42.892,16600,Largo,16529.75,70.25,"M0,D6,M115,D200"
20240104_131101_017000_C16500,RangoHistorico_V1.6,2024-01-04 13:11:01.017,16500,Corto,16628.75,128.75,"M0,D1,M5,D2,M6,D6,M11,D28,M19,D65,M227,D200"
20240104_174427_861000_C16500,RangoHistorico_V1.6,2024-01-04 17:44:27.861,16500,Corto,16583.75,83.75,"M0,D1,M4,D5,M14,D11,M75,D116,M663,D200"
20240105_075937_158000_C16400,RangoHistorico_V1.6,2024-01-05 07:59:37.158,16400,Corto,16529.0,129.0,"M0,D5,M2,D7,M3,D13,M7,D155,M263,D200"
20240105_150014_513000_L16500,RangoHistorico_V1.6,2024-01-05 15:00:14.513,16500,Largo,16334.25,165.75,"M0,D1,M1,D32,M309,D200"
20240105_164842_967000_C16500,RangoHistorico_V1.6,2024-01-05 16:48:42.967,16500,Corto,16577.25,77.25,"M0,D1,M2,D13,M23,D93,M487,D200"
20240108_011453_776000_L16500,RangoHistorico_V1.6,2024-01-08 01:14:53.776,16500,Largo,16403.75,96.25,"M0,D11,M1,D200"
20240108_093001_658000_C16400,RangoHistorico_V1.6,2024-01-08 09:30:01.658,16400,Corto,16500.25,100.25,"M0,D7,M87,D200"
20240108_141500_384000_L16500,RangoHistorico_V1.6,2024-01-08 14:15:00.384,16500,Largo,16378.25,121.75,"M0,D2,M2,D4,M3,D7,M7,D9,M7746"
20240108_145725_174000_L16600,RangoHistorico_V1.6,2024-01-08 14:57:25.174,16600,Largo,16497.75,102.25,"M0,D2,M4,D9,M7346"
20240108_173743_771000_L16700,RangoHistorico_V1.6,2024-01-08 17:37:43.771,16700,Largo,16597.75,102.25,"M0,D1,M12,D5,M445,D169,M6946"
20240108_204006_880000_L16800,RangoHistorico_V1.6,2024-01-08 20:40:06.880,16800,Largo,16698.75,101.25,"M0,D1,M10,D100,M45,D200"
20240109_115031_353000_C16700,RangoHistorico_V1.6,2024-01-09 11:50:31.353,16700,Corto,16811.25,111.25,"M0,D1,M12,D4,M65,D102,M169,D200"
20240109_165114_430000_L16800,RangoHistorico_V1.6,2024-01-09 16:51:14.430,16800,Largo,16657.75,142.25,"M0,D1,M4,D8,M274,D94,M1028,D200"
20240110_093312_990000_L16900,RangoHistorico_V1.6,2024-01-10 09:33:12.990,16900,Largo,16776.5,123.5,"D0,M10,D1,M25,D200"
20240110_173909_572000_L16900,RangoHistorico_V1.6,2024-01-10 17:39:09.572,16900,Largo,16801.5,98.5,"D0,M2,D4,M23,D31,M130,D56,M628,D200"
20240110_205001_231000_C16900,RangoHistorico_V1.6,2024-01-10 20:50:01.231,16900,Corto,16983.0,83.0,"D0,M21,D2,M29,D200"
20240111_033224_859000_L17000,RangoHistorico_V1.6,2024-01-11 03:32:24.859,17000,Largo,16892.75,107.25,"M0,D10,M18,D13,M38,D32,M228,D200"
20240111_133203_026000_C16900,RangoHistorico_V1.6,2024-01-11 13:32:03.026,16900,Corto,17057.0,157.0,"M0,D1,M2,D3,M8,D5,M13,D35,M31,D200"
20240111_143014_378000_L17000,RangoHistorico_V1.6,2024-01-11 14:30:14.378,17000,Largo,16892.25,107.75,"M0,D4,M12,D37,M59,D100,M174,D200"
20240111_150440_520000_C16900,RangoHistorico_V1.6,2024-01-11 15:04:40.520,16900,Corto,17043.5,143.5,"M0,D1,M5,D7,M302,D107,M588,D200"
20240111_153052_952000_L16900,RangoHistorico_V1.6,2024-01-11 15:30:52.952,16900,Largo,16824.5,75.5,"M0,D1,M5,D4,M107,D200"
20240111_161430_134000_C16800,RangoHistorico_V1.6,2024-01-11 16:14:30.134,16800,Corto,16926.75,126.75,"M0,D1,M13,D2,M94,D45,M188,D200"
20240111_183821_096000_L16900,RangoHistorico_V1.6,2024-01-11 18:38:21.096,16900,Largo,16753.0,147.0,"M0,D1,M1,D2,M4,D6,M7,D19,M11,D25,M16,D43,M335,D134,M570,D200"
20240112_114342_023000_C16900,RangoHistorico_V1.6,2024-01-12 11:43:42.023,16900,Corto,16983.75,83.75,"M0,D1,M12,D4,M27,D5,M134,D200"
20240112_142755_209000_L17000,RangoHistorico_V1.6,2024-01-12 14:27:55.209,17000,Largo,16866.5,133.5,"D0,M4,D22,M57,D104,M170,D200"
20240115_062906_421000_L17000,RangoHistorico_V1.6,2024-01-15 06:29:06.421,17000,Largo,16913.5,86.5,"D0,M97,D200"
20240116_005539_856000_C16900,RangoHistorico_V1.6,2024-01-16 00:55:39.856,16900,Corto,17024.25,124.25,"D0,M73,D70,M353,D200"
20240116_123852_159000_L16900,RangoHistorico_V1.6,2024-01-16 12:38:52.159,16900,Largo,16811.75,88.25,"D0,M1,D1,M49,D2,M67,D111,M185,D180,M535,D200"
20240116_152458_475000_L17000,RangoHistorico_V1.6,2024-01-16 15:24:58.475,17000,Largo,16855.0,145.0,"M0,D1,M3,D7,M15,D54,M23,D109,M135,D200"
20240116_175131_773000_C16900,RangoHistorico_V1.6,2024-01-16 17:51:31.773,16900,Corto,17033.75,133.75,"M0,D1,M1,D3,M3,D77,M34,D193,M152,D200"
20240117_053415_475000_C16900,RangoHistorico_V1.6,2024-01-17 05:34:15.475,16900,Corto,16982.0,82.0,"M0,D31,M336,D32,M843,D200"
20240117_122110_898000_L16900,RangoHistorico_V1.6,2024-01-17 12:21:10.898,16900,Largo,16816.0,84.0,"M0,D3,M8,D14,M32,D200"
20240117_143140_432000_C16800,RangoHistorico_V1.6,2024-01-17 14:31:40.432,16800,Corto,16908.0,108.0,"M0,D8,M443,D200"
20240117_150012_893000_C16700,RangoHistorico_V1.6,2024-01-17 15:00:12.893,16700,Corto,16802.0,102.0,"M0,D1,M4,D4,M7,D13,M43,D200"
20240117_160455_694000_L16800,RangoHistorico_V1.6,2024-01-17 16:04:55.694,16800,Largo,16689.25,110.75,"M0,D5,M1,D8,M62,D35,M165,D200"
20240118_080855_707000_L16900,RangoHistorico_V1.6,2024-01-18 08:08:55.707,16900,Largo,16733.25,166.75,"M0,D2,M15,D47,M67,D65,M6146"
20240118_120109_016000_L17000,RangoHistorico_V1.6,2024-01-18 12:01:09.016,17000,Largo,16883.75,116.25,"M0,D1,M37,D39,M179,D95,M409,D200"
20240118_163204_239000_L17100,RangoHistorico_V1.6,2024-01-18 16:32:04.239,17100,Largo,16976.25,123.75,"M0,D1,M6,D35,M9,D200"
20240118_171301_331000_C17000,RangoHistorico_V1.6,2024-01-18 17:13:01.331,17000,Corto,17102.25,102.25,"M0,D6,M38,D129,M230,D200"
20240118_193010_283000_L17100,RangoHistorico_V1.6,2024-01-18 19:30:10.283,17100,Largo,16942.5,157.5,"M0,D2,M30,D134,M5346"
20240119_085341_904000_L17200,RangoHistorico_V1.6,2024-01-19 08:53:41.904,17200,Largo,17066.5,133.5,"M0,D2,M11,D7,M221,D135,M4946"
20240119_173153_955000_L17300,RangoHistorico_V1.6,2024-01-19 17:31:53.955,17300,Largo,17166.25,133.75,"M0,D2,M30,D15,M40,D34,M1974,D200"
20240119_190336_425000_L17400,RangoHistorico_V1.6,2024-01-19 19:03:36.425,17400,Largo,17291.5,108.5,"M0,D1,M3,D13,M150,D58,M1574,D200"
20240122_003206_134000_L17500,RangoHistorico_V1.6,2024-01-22 00:32:06.134,17500,Largo,17385.5,114.5,"M0,D2,M340,D200"
20240122_144324_450000_C17500,RangoHistorico_V1.6,2024-01-22 14:43:24.450,17500,Corto,17585.0,85.0,"M0,D2,M27,D21,M32,D200"
20240123_132243_201000_L17500,RangoHistorico_V1.6,2024-01-23 13:22:43.201,17500,Largo,17420.5,79.5,"M0,D1,M17,D4,M21,D6,M102,D200"
20240123_195804_434000_L17500,RangoHistorico_V1.6,2024-01-23 19:58:04.434,17500,Largo,17409.5,90.5,"M0,D2,M1,D8,M3,D24,M6,D41,M1174,D338"
20240124_052824_911000_L17600,RangoHistorico_V1.6,2024-01-24 05:28:24.911,17600,Largo,17489.75,110.25,"D0,M7,D3,M774,D200"
20240124_151522_300000_L17700,RangoHistorico_V1.6,2024-01-24 15:15:22.300,17700,Largo,17599.25,100.75,"M0,D2,M8,D6,M17,D20,M53,D21,M260,D47,M374,D200"
20240124_184541_696000_C17700,RangoHistorico_V1.6,2024-01-24 18:45:41.696,17700,Corto,17793.5,93.5,"M0,D1,M9,D47,M14,D82,M521,D200"
20240124_210448_295000_C17600,RangoHistorico_V1.6,2024-01-24 21:04:48.295,17600,Corto,17720.5,120.5,"M0,D2,M121,D200"
20240125_133633_205000_L17700,RangoHistorico_V1.6,2024-01-25 13:36:33.205,17700,Largo,17569.75,130.25,"M0,D1,M11,D3,M16,D73,M109,D200"
20240125_185557_426000_C17600,RangoHistorico_V1.6,2024-01-25 18:55:57.426,17600,Corto,17752.0,152.0,"D0,M9,D6,M17,D22,M232,D200"
20240126_042344_672000_C17500,RangoHistorico_V1.6,2024-01-26 04:23:44.672,17500,Corto,17650.75,150.75,"M0,D1,M1,D2,M6,D15,M18,D27,M66,D91,M136,D200"
20240126_134651_003000_L17600,RangoHistorico_V1.6,2024-01-26 13:46:51.003,17600,Largo,17466.0,134.0,"M0,D1,M10,D13,M46,D200"
20240126_153302_823000_L17600,RangoHistorico_V1.6,2024-01-26 15:33:02.823,17600,Largo,17504.0,96.0,"M0,D1,M3,D9,M11,D18,M12,D57,M118,D92,M128,D200"
20240126_213916_385000_C17500,RangoHistorico_V1.6,2024-01-26 21:39:16.385,17500,Corto,17632.0,132.0,"M0,D1,M5,D6,M13,D29,M170,D200"
20240129_172414_399000_L17600,RangoHistorico_V1.6,2024-01-29 17:24:14.399,17600,Largo,17457.5,142.5,"M0,D4,M14,D15,M30,D29,M38,D87,M543,D200"
20240129_201940_762000_L17700,RangoHistorico_V1.6,2024-01-29 20:19:40.762,17700,Largo,17578.25,121.75,"M0,D1,M4,D13,M23,D14,M65,D78,M143,D200"
20240130_172448_223000_C17600,RangoHistorico_V1.6,2024-01-30 17:24:48.223,17600,Corto,17735.75,135.75,"D0,M33,D1,M182,D8,M207,D34,M1514,D200"
20240130_213936_760000_C17500,RangoHistorico_V1.6,2024-01-30 21:39:36.760,17500,Corto,17608.5,108.5,"M0,D1,M9,D8,M1114,D200"
20240131_091637_014000_C17400,RangoHistorico_V1.6,2024-01-31 09:16:37.014,17400,Corto,17502.0,102.0,"M0,D1,M265,D200"
20240131_153619_500000_C17300,RangoHistorico_V1.6,2024-01-31 15:36:19.500,17300,Corto,17454.25,154.25,"D0,M3,D1,M9,D11,M10,D18,M66,D200"
20240131_181555_491000_L17400,RangoHistorico_V1.6,2024-01-31 18:15:55.491,17400,Largo,17283.5,116.5,"M0,D3,M1,D11,M10,D35,M14,D200"
20240131_193912_485000_L17400,RangoHistorico_V1.6,2024-01-31 19:39:12.485,17400,Largo,17309.0,91.0,"D0,M2,D1,M3,D9,M336,D200"
20240131_195200_451000_C17400,RangoHistorico_V1.6,2024-01-31 19:52:00.451,17400,Corto,17484.0,84.0,"M0,D2,M23,D28,M78,D102,M714,D200"
20240131_200313_289000_C17300,RangoHistorico_V1.6,2024-01-31 20:03:13.289,17300,Corto,17425.5,125.5,"M0,D1,M14,D3,M16,D27,M28,D54,M231,D117,M314,D200"
20240201_002645_369000_L17300,RangoHistorico_V1.6,2024-02-01 00:26:45.369,17300,Largo,17221.5,78.5,"M0,D1,M12,D2,M67,D38,M98,D48,M105,D149,M4546"
20240201_155355_619000_C17300,RangoHistorico_V1.6,2024-02-01 15:53:55.619,17300,Corto,17371.75,71.75,"M0,D2,M9,D8,M144,D200"
20240201_175230_119000_L17400,RangoHistorico_V1.6,2024-02-01 17:52:30.119,17400,Largo,17264.0,136.0,"M0,D5,M1,D6,M3,D20,M56,D200"
20240201_183418_545000_L17400,RangoHistorico_V1.6,2024-02-01 18:34:18.545,17400,Largo,17329.0,71.0,"D0,M5,D2,M6,D200"
20240201_210504_831000_L17500,RangoHistorico_V1.6,2024-02-01 21:05:04.831,17500,Largo,17340.75,159.25,"M0,D17,M13,D58,M35,D100,M587,D138,M2486,D200"
20240201_213000_126000_L17600,RangoHistorico_V1.6,2024-02-01 21:30:00.126,17600,Largo,17475.0,125.0,"M0,D15,M82,D181,M187,D200"
20240202_135614_948000_C17500,RangoHistorico_V1.6,2024-02-02 13:56:14.948,17500,Corto,17646.75,146.75,"M0,D1,M67,D76,M138,D200"
20240202_144536_804000_L17600,RangoHistorico_V1.6,2024-02-02 14:45:36.804,17600,Largo,17465.5,134.5,"M0,D7,M25,D36,M96,D200"
20240202_164559_287000_L17700,RangoHistorico_V1.6,2024-02-02 16:45:59.287,17700,Largo,17548.5,151.5,"M0,D1,M3,D24,M71,D29,M226,D142,M302,D200"
20240202_213921_335000_C17700,RangoHistorico_V1.6,2024-02-02 21:39:21.335,17700,Corto,17775.5,75.5,"D0,M3,D4,M30,D19,M63,D92,M67,D113,M144,D157,M583,D200"
20240205_153952_911000_C17600,RangoHistorico_V1.6,2024-02-05 15:39:52.911,17600,Corto,17739.25,139.25,"M0,D1,M2,D9,M183,D200"
20240205_173613_680000_L17700,RangoHistorico_V1.6,2024-02-05 17:36:13.680,17700,Largo,17554.25,145.75,"D0,M17,D19,M80,D76,M90,D89,M182,D106,M276,D200"
20240206_152527_489000_C17600,RangoHistorico_V1.6,2024-02-06 15:25:27.489,17600,Corto,17769.0,169.0,"M0,D1,M7,D200"
20240207_010958_982000_L17700,RangoHistorico_V1.6,2024-02-07 01:09:58.982,17700,Largo,17560.75,139.25,"M0,D2,M10,D6,M28,D19,M48,D200"
20240207_124502_202000_L17700,RangoHistorico_V1.6,2024-02-07 12:45:02.202,17700,Largo,17629.75,70.25,"M0,D1,M3,D5,M17,D6,M1686,D200"
20240207_151352_056000_L17800,RangoHistorico_V1.6,2024-02-07 15:13:52.056,17800,Largo,17698.5,101.5,"M0,D1,M2,D4,M302,D83,M1286,D200"
20240207_173344_444000_C17800,RangoHistorico_V1.6,2024-02-07 17:33:44.444,17800,Corto,17875.5,75.5,"D0,M1,D1,M20,D44,M83,D200"
20240209_080201_361000_L17900,RangoHistorico_V1.6,2024-02-09 08:02:01.361,17900,Largo,17779.25,120.75,"D0,M41,D32,M107,D64,M288,D100,M886,D200"
20240209_143009_867000_C17900,RangoHistorico_V1.6,2024-02-09 14:30:09.867,17900,Corto,17972.0,72.0,"M0,D1,M5,D9,M15,D11,M40,D31,M64,D39,M100,D200"
20240209_160200_941000_L18000,RangoHistorico_V1.6,2024-02-09 16:02:00.941,18000,Largo,17875.0,125.0,"M0,D9,M3,D18,M12,D35,M30,D132,M486,D200"
20240212_163139_904000_L18100,RangoHistorico_V1.6,2024-02-12 16:31:39.904,18100,Largo,17967.0,133.0,"D0,M1,D2,M86,D200"
20240212_183933_941000_C18000,RangoHistorico_V1.6,2024-02-12 18:39:33.941,18000,Corto,18121.5,121.5,"M0,D1,M2,D5,M17,D54,M33,D124,M2509,D200"
20240213_084600_827000_C17900,RangoHistorico_V1.6,2024-02-13 08:46:00.827,17900,Corto,18031.0,131.0,"M0,D1,M2,D3,M32,D45,M1432,D200"
20240213_133002_774000_C17800,RangoHistorico_V1.6,2024-02-13 13:30:02.774,17800,Corto,17911.25,111.25,"M0,D1,M1032,D200"
20240213_133212_046000_C17700,RangoHistorico_V1.6,2024-02-13 13:32:12.046,17700,Corto,17800.0,100.0,"M0,D1,M15,D18,M28,D21,M453,D200"
20240213_143006_721000_C17600,RangoHistorico_V1.6,2024-02-13 14:30:06.721,17600,Corto,17705.25,105.25,"M0,D2,M8,D8,M53,D200"
20240213_152314_617000_L17700,RangoHistorico_V1.6,2024-02-13 15:23:14.617,17700,Largo,17586.75,113.25,"M0,D1,M1,D3,M4,D20,M367,D200"
20240213_170743_355000_C17700,RangoHistorico_V1.6,2024-02-13 17:07:43.355,17700,Corto,17791.75,91.75,"D0,M2,D2,M4,D38,M36,D76,M56,D112,M632,D200"
20240213_191316_786000_C17600,RangoHistorico_V1.6,2024-02-13 19:13:16.786,17600,Corto,17728.0,128.0,"M0,D3,M10,D39,M32,D197,M232,D200"
20240213_214101_346000_L17700,RangoHistorico_V1.6,2024-02-13 21:41:01.346,17700,Largo,17542.0,158.0,"D0,M10,D9,M20,D123,M1304,D200"
20240214_120239_578000_L17800,RangoHistorico_V1.6,2024-02-14 12:02:39.578,17800,Largo,17669.25,130.75,"M0,D5,M11,D15,M47,D137,M76,D200"
20240214_170241_783000_C17700,RangoHistorico_V1.6,2024-02-14 17:02:41.783,17700,Corto,17847.0,147.0,"M0,D1,M9,D7,M13,D41,M39,D200"
20240214_183702_313000_L17800,RangoHistorico_V1.6,2024-02-14 18:37:02.313,17800,Largo,17690.25,109.75,"M0,D1,M3,D12,M5,D20,M57,D200"
20240215_064922_623000_L17900,RangoHistorico_V1.6,2024-02-15 06:49:22.623,17900,Largo,17730.5,169.5,"M0,D5,M2,D29,M106,D74,M134,D200"
20240215_150354_576000_C17800,RangoHistorico_V1.6,2024-02-15 15:03:54.576,17800,Corto,17933.5,133.5,"M0,D1,M10,D9,M12,D200"
20240215_181700_468000_L17900,RangoHistorico_V1.6,2024-02-15 18:17:00.468,17900,Largo,17780.5,119.5,"D0,M2,D9,M132,D108,M504,D200"
20240216_083039_631000_L18000,RangoHistorico_V1.6,2024-02-16 08:30:39.631,18000,Largo,17873.0,127.0,"D0,M11,D4,M50,D23,M104,D200"
20240216_143211_702000_C17900,RangoHistorico_V1.6,2024-02-16 14:32:11.702,17900,Corto,18026.0,126.0,"M0,D1,M3,D32,M53,D97,M2109,D200"
20240216_145414_812000_C17800,RangoHistorico_V1.6,2024-02-16 14:54:14.812,17800,Corto,17924.25,124.25,"M0,D1,M2,D7,M332,D200"
20240216_153918_793000_L17800,RangoHistorico_V1.6,2024-02-16 15:39:18.793,17800,Largo,17717.0,83.0,"M0,D1,M3,D12,M78,D65,M414,D200"
20240216_190914_045000_L17900,RangoHistorico_V1.6,2024-02-16 19:09:14.045,17900,Largo,17783.75,116.25,"M0,D1,M9,D17,M14,D200"
20240216_194749_054000_C17800,RangoHistorico_V1.6,2024-02-16 19:47:49.054,17800,Corto,17903.5,103.5,"D0,M1,D4,M97,D30,M1709,D200"
20240219_010251_599000_L17800,RangoHistorico_V1.6,2024-02-19 01:02:51.599,17800,Largo,17715.0,85.0,"M0,D1,M8,D2,M14,D200"
20240220_015211_527000_C17700,RangoHistorico_V1.6,2024-02-20 01:52:11.527,17700,Corto,17807.5,107.5,"M0,D1,M14,D29,M131,D99,M1309,D200"
20240220_143127_505000_L17700,RangoHistorico_V1.6,2024-02-20 14:31:27.505,17700,Largo,17614.0,86.0,"M0,D2,M2,D9,M96,D200"
20240220_144031_771000_C17600,RangoHistorico_V1.6,2024-02-20 14:40:31.771,17600,Corto,17724.0,124.0,"D0,M24,D14,M590,D58,M909,D200"
20240220_153020_629000_C17500,RangoHistorico_V1.6,2024-02-20 15:30:20.629,17500,Corto,17603.5,103.5,"M0,D1,M72,D200"
20240220_170001_243000_C17500,RangoHistorico_V1.6,2024-02-20 17:00:01.243,17500,Corto,17598.25,98.25,"M0,D2,M1,D54,M190,D200"
20240220_205905_782000_L17600,RangoHistorico_V1.6,2024-02-20 20:59:05.782,17600,Largo,17452.5,147.5,"M0,D2,M1,D6,M3,D15,M58,D200"
20240221_120602_137000_C17500,RangoHistorico_V1.6,2024-02-21 12:06:02.137,17500,Corto,17614.5,114.5,"M0,D1,M25,D154,M509,D200"
20240221_192509_528000_C17400,RangoHistorico_V1.6,2024-02-21 19:25:09.528,17400,Corto,17538.5,138.5,"M0,D1,M13,D24,M30,D75,M109,D200"
20240221_204325_153000_L17500,RangoHistorico_V1.6,2024-02-21 20:43:25.153,17500,Largo,17372.75,127.25,"D0,M34,D61,M473,D200"
20240221_212046_108000_L17600,RangoHistorico_V1.6,2024-02-21 21:20:46.108,17600,Largo,17484.75,115.25,"M0,D17,M40,D24,M73,D200"
20240221_212125_547000_C17500,RangoHistorico_V1.6,2024-02-21 21:21:25.547,17500,Corto,17618.25,118.25,"M0,D7,M351,D200"
20240221_212326_728000_L17500,RangoHistorico_V1.6,2024-02-21 21:23:26.728,17500,Largo,17412.25,87.75,"M0,D1,M3,D76,M3746"
20240221_212845_662000_L17600,RangoHistorico_V1.6,2024-02-21 21:28:45.662,17600,Largo,17481.0,119.0,"M0,D5,M1,D16,M3346"
20240221_215915_183000_L17700,RangoHistorico_V1.6,2024-02-21 21:59:15.183,17700,Largo,17596.0,104.0,"M0,D7,M92,D96,M2946"
20240222_031822_669000_L17800,RangoHistorico_V1.6,2024-02-22 03:18:22.669,17800,Largo,17676.0,124.0,"M0,D4,M8,D69,M2546"
20240222_111626_178000_L17900,RangoHistorico_V1.6,2024-02-22 11:16:26.178,17900,Largo,17782.75,117.25,"M0,D1,M16,D10,M103,D144,M979,D200"
20240222_145420_967000_C17900,RangoHistorico_V1.6,2024-02-22 14:54:20.967,17900,Corto,17970.25,70.25,"M0,D1,M18,D4,M34,D200"
20240222_154939_439000_C17900,RangoHistorico_V1.6,2024-02-22 15:49:39.439,17900,Corto,17975.0,75.0,"M0,D2,M20,D200"
20240222_175202_755000_L18000,RangoHistorico_V1.6,2024-02-22 17:52:02.755,18000,Largo,17895.0,105.0,"M0,D6,M579,D200"
20240223_092812_485000_C18000,RangoHistorico_V1.6,2024-02-23 09:28:12.485,18000,Corto,18087.0,87.0,"M0,D1,M3,D200"
20240223_142026_523000_L18100,RangoHistorico_V1.6,2024-02-23 14:20:26.523,18100,Largo,17999.25,100.75,"M0,D1,M52,D12,M179,D200"
20240223_160212_454000_C18000,RangoHistorico_V1.6,2024-02-23 16:02:12.454,18000,Corto,18144.75,144.75,"M0,D2,M13,D25,M216,D200"
20240226_104603_237000_L18000,RangoHistorico_V1.6,2024-02-26 10:46:03.237,18000,Largo,17922.0,78.0,"M0,D1,M3,D56,M21,D113,M203,D136,M238,D200"
20240227_090609_617000_L18000,RangoHistorico_V1.6,2024-02-27 09:06:09.617,18000,Largo,17927.5,72.5,"M0,D2,M3,D41,M161,D200"
20240227_191641_848000_L18000,RangoHistorico_V1.6,2024-02-27 19:16:41.848,18000,Largo,17908.75,91.25,"D0,M15,D7,M35,D23,M125,D200"
20240228_094141_950000_C17900,RangoHistorico_V1.6,2024-02-28 09:41:41.950,17900,Corto,18031.25,131.25,"M0,D1,M25,D30,M31,D200"
20240228_173925_671000_C17900,RangoHistorico_V1.6,2024-02-28 17:39:25.671,17900,Corto,17975.0,75.0,"M0,D1,M4,D15,M15,D100,M24,D200"
20240229_133025_182000_L17900,RangoHistorico_V1.6,2024-02-29 13:30:25.182,17900,Largo,17826.0,74.0,"M0,D5,M19,D6,M690,D7,M1911,D200"
20240229_134002_730000_L18000,RangoHistorico_V1.6,2024-02-29 13:40:02.730,18000,Largo,17898.5,101.5,"M0,D1,M4,D15,M290,D200"
20240229_151121_182000_C18000,RangoHistorico_V1.6,2024-02-29 15:11:21.182,18000,Corto,18072.5,72.5,"M0,D1,M5,D32,M76,D152,M407,D200"
